image,similarity,label
f0000230_c00097.jpg,0.432639,customer
f0000240_c00098.jpg,0.475571,customer
f0000240_c00099.jpg,0.492500,customer
f0000240_c00100.jpg,0.644624,customer
f0000250_c00101.jpg,0.481200,customer
f0000250_c00102.jpg,0.447782,customer
f0000260_c00103.jpg,0.477944,customer
f0000260_c00104.jpg,0.555707,customer
f0000260_c00105.jpg,0.514108,customer
f0000270_c00106.jpg,0.452515,customer
f0000270_c00107.jpg,0.563178,customer
f0000270_c00108.jpg,0.546130,customer
f0000280_c00109.jpg,0.479186,customer
f0000280_c00110.jpg,0.503105,customer
f0000280_c00111.jpg,0.628181,customer
f0000280_c00112.jpg,0.553128,customer
f0000290_c00113.jpg,0.460084,customer
f0000290_c00114.jpg,0.527207,customer
f0000290_c00115.jpg,0.682438,customer
f0000300_c00116.jpg,0.589788,customer
f0000300_c00117.jpg,0.485264,customer
f0000300_c00118.jpg,0.671516,customer
f0000310_c00119.jpg,0.575634,customer
f0000310_c00120.jpg,0.510753,customer
f0000310_c00121.jpg,0.703340,customer
f0000320_c00122.jpg,0.550313,customer
f0000320_c00123.jpg,0.519608,customer
f0000320_c00124.jpg,0.693031,customer
f0000330_c00125.jpg,0.489340,customer
f0000330_c00126.jpg,0.711182,customer
f0000330_c00127.jpg,0.634522,customer
f0000340_c00128.jpg,0.444820,customer
f0000340_c00129.jpg,0.661617,customer
f0000350_c00130.jpg,0.446071,customer
f0000350_c00131.jpg,0.720422,customer
f0000360_c00132.jpg,0.426808,customer
f0000360_c00133.jpg,0.773821,waiter
f0000370_c00134.jpg,0.656869,customer
f0000370_c00135.jpg,0.404094,customer
f0000380_c00136.jpg,0.436607,customer
f0000380_c00137.jpg,0.618845,customer
f0000380_c00138.jpg,0.750221,waiter
f0000380_c00139.jpg,0.619269,customer
f0000390_c00140.jpg,0.633796,customer
f0000390_c00141.jpg,0.714689,customer
f0000390_c00142.jpg,0.453806,customer
f0000390_c00143.jpg,0.614037,customer
f0000400_c00144.jpg,0.653654,customer
f0000400_c00145.jpg,0.427926,customer
f0000400_c00146.jpg,0.595191,customer
f0000410_c00147.jpg,0.405639,customer
f0000410_c00148.jpg,0.656022,customer
f0000410_c00149.jpg,0.633706,customer
f0000420_c00150.jpg,0.410700,customer
f0000420_c00151.jpg,0.637126,customer
f0000420_c00152.jpg,0.647591,customer
f0000430_c00153.jpg,0.420618,customer
f0000430_c00154.jpg,0.681916,customer
f0000430_c00155.jpg,0.657708,customer
f0000440_c00156.jpg,0.459888,customer
f0000440_c00157.jpg,0.658138,customer
f0000440_c00158.jpg,0.674894,customer
f0000450_c00159.jpg,0.683480,customer
f0000450_c00160.jpg,0.625244,customer
f0000450_c00161.jpg,0.407421,customer
f0000460_c00162.jpg,0.697900,customer
f0000460_c00163.jpg,0.650514,customer
f0000460_c00164.jpg,0.476452,customer
f0000470_c00165.jpg,0.484864,customer
f0000470_c00166.jpg,0.669958,customer
f0000470_c00167.jpg,0.663377,customer
f0000480_c00168.jpg,0.678816,customer
f0000480_c00169.jpg,0.635115,customer
f0000480_c00170.jpg,0.526438,customer
f0000490_c00171.jpg,0.677085,customer
f0000490_c00172.jpg,0.463618,customer
f0000490_c00173.jpg,0.696338,customer
f0000500_c00174.jpg,0.687618,customer
f0000500_c00175.jpg,0.460672,customer
f0000510_c00176.jpg,0.681024,customer
f0000510_c00177.jpg,0.514582,customer
f0000510_c00178.jpg,0.637729,customer
f0000520_c00179.jpg,0.618526,customer
f0000520_c00180.jpg,0.517057,customer
f0000520_c00181.jpg,0.690576,customer
f0000530_c00182.jpg,0.639864,customer
f0000530_c00183.jpg,0.402560,customer
f0000530_c00184.jpg,0.693317,customer
f0000540_c00185.jpg,0.377876,customer
f0000540_c00186.jpg,0.659728,customer
f0000540_c00187.jpg,0.633152,customer
f0000550_c00188.jpg,0.438275,customer
f0000550_c00189.jpg,0.623318,customer
f0000550_c00190.jpg,0.608732,customer
f0000560_c00191.jpg,0.440659,customer
f0000560_c00192.jpg,0.644704,customer
f0000560_c00193.jpg,0.622054,customer
f0000570_c00194.jpg,0.418212,customer
f0000570_c00195.jpg,0.644161,customer
f0000580_c00196.jpg,0.463158,customer
f0000580_c00197.jpg,0.508302,customer
f0000590_c00198.jpg,0.452624,customer
f0000590_c00199.jpg,0.602791,customer
f0000600_c00200.jpg,0.438640,customer
f0000600_c00201.jpg,0.599393,customer
f0000610_c00202.jpg,0.414677,customer
f0000620_c00203.jpg,0.445559,customer
f0000630_c00204.jpg,0.428737,customer
f0000640_c00205.jpg,0.428524,customer
f0000650_c00206.jpg,0.435585,customer
f0000660_c00207.jpg,0.461796,customer
f0000670_c00208.jpg,0.437418,customer
f0000680_c00209.jpg,0.425763,customer
f0000690_c00210.jpg,0.433037,customer
f0000700_c00211.jpg,0.394008,customer
f0000710_c00212.jpg,0.466502,customer
f0000720_c00213.jpg,0.439119,customer
f0000730_c00214.jpg,0.462794,customer
f0000740_c00215.jpg,0.435723,customer
f0000750_c00216.jpg,0.351296,customer
f0000750_c00217.jpg,0.567568,customer
f0000760_c00218.jpg,0.341329,customer
f0000770_c00219.jpg,0.422522,customer
f0000780_c00220.jpg,0.410568,customer
f0000790_c00221.jpg,0.373833,customer
f0000800_c00222.jpg,0.399875,customer
f0000810_c00223.jpg,0.390794,customer
f0000820_c00224.jpg,0.391987,customer
f0000830_c00225.jpg,0.384919,customer
f0000840_c00226.jpg,0.376511,customer
f0000850_c00227.jpg,0.528146,customer
f0000860_c00228.jpg,0.507808,customer
f0000860_c00229.jpg,0.544530,customer
f0000870_c00230.jpg,0.438149,customer
f0000880_c00231.jpg,0.346593,customer
f0000890_c00232.jpg,0.350228,customer
f0000900_c00233.jpg,0.348389,customer
f0000910_c00234.jpg,0.352591,customer
f0000920_c00235.jpg,0.325550,customer
f0000930_c00236.jpg,0.324849,customer
f0000940_c00237.jpg,0.333434,customer
f0000950_c00238.jpg,0.350435,customer
f0000960_c00239.jpg,0.352014,customer
f0000970_c00240.jpg,0.328078,customer
f0000970_c00241.jpg,0.581731,customer
f0000980_c00242.jpg,0.374626,customer
f0000990_c00243.jpg,0.347571,customer
f0001000_c00244.jpg,0.413057,customer
f0001000_c00245.jpg,0.521434,customer
f0001010_c00246.jpg,0.399791,customer
f0001010_c00247.jpg,0.522743,customer
f0001020_c00248.jpg,0.361269,customer
f0001020_c00249.jpg,0.548655,customer
f0001030_c00250.jpg,0.357859,customer
f0001030_c00251.jpg,0.535778,customer
f0001040_c00252.jpg,0.369356,customer
f0001050_c00253.jpg,0.364281,customer
f0001050_c00254.jpg,0.546003,customer
f0001060_c00255.jpg,0.430499,customer
f0001060_c00256.jpg,0.531898,customer
f0001070_c00257.jpg,0.394091,customer
f0001070_c00258.jpg,0.530909,customer
f0001080_c00259.jpg,0.378446,customer
f0001080_c00260.jpg,0.509017,customer
f0001090_c00261.jpg,0.403485,customer
f0001090_c00262.jpg,0.516770,customer
f0001100_c00263.jpg,0.454796,customer
f0001100_c00264.jpg,0.449824,customer
f0001110_c00265.jpg,0.390359,customer
f0001110_c00266.jpg,0.468679,customer
f0001120_c00267.jpg,0.340196,customer
f0001120_c00268.jpg,0.505967,customer
f0001130_c00269.jpg,0.349506,customer
f0001130_c00270.jpg,0.497535,customer
f0001140_c00271.jpg,0.354711,customer
f0001140_c00272.jpg,0.481211,customer
f0001150_c00273.jpg,0.349020,customer
f0001150_c00274.jpg,0.498961,customer
f0001160_c00275.jpg,0.373133,customer
f0001170_c00276.jpg,0.345323,customer
f0001170_c00277.jpg,0.495856,customer
f0001180_c00278.jpg,0.358208,customer
f0001180_c00279.jpg,0.474287,customer
f0001190_c00280.jpg,0.339652,customer
f0001190_c00281.jpg,0.489369,customer
f0001200_c00282.jpg,0.321448,customer
f0001200_c00283.jpg,0.478548,customer
f0001210_c00284.jpg,0.370538,customer
f0001210_c00285.jpg,0.489496,customer
f0001220_c00286.jpg,0.390689,customer
f0001220_c00287.jpg,0.515227,customer
f0001230_c00288.jpg,0.327579,customer
f0001240_c00289.jpg,0.331402,customer
f0001250_c00290.jpg,0.325754,customer
f0001250_c00291.jpg,0.496243,customer
f0001260_c00292.jpg,0.340274,customer
f0001260_c00293.jpg,0.475409,customer
f0001270_c00294.jpg,0.376159,customer
f0001270_c00295.jpg,0.502693,customer
f0001280_c00296.jpg,0.384194,customer
f0001280_c00297.jpg,0.494039,customer
f0001290_c00298.jpg,0.373838,customer
f0001290_c00299.jpg,0.523148,customer
f0001290_c00300.jpg,0.491784,customer
f0001300_c00301.jpg,0.400903,customer
f0001300_c00302.jpg,0.493757,customer
f0001310_c00303.jpg,0.423466,customer
f0001310_c00304.jpg,0.589706,customer
f0001310_c00305.jpg,0.501107,customer
f0001320_c00306.jpg,0.407422,customer
f0001320_c00307.jpg,0.529019,customer
f0001330_c00308.jpg,0.363286,customer
f0001340_c00309.jpg,0.358620,customer
f0001340_c00310.jpg,0.461821,customer
f0001350_c00311.jpg,0.401544,customer
f0001350_c00312.jpg,0.547374,customer
f0001360_c00313.jpg,0.416488,customer
f0001360_c00314.jpg,0.491239,customer
f0001370_c00315.jpg,0.381151,customer
f0001370_c00316.jpg,0.554464,customer
f0001380_c00317.jpg,0.367529,customer
f0001390_c00318.jpg,0.448507,customer
f0001390_c00319.jpg,0.450132,customer
f0001400_c00320.jpg,0.475547,customer
f0001410_c00321.jpg,0.363866,customer
f0001420_c00322.jpg,0.424654,customer
f0001430_c00323.jpg,0.395445,customer
f0001440_c00324.jpg,0.359815,customer
f0001450_c00325.jpg,0.413578,customer
f0001460_c00326.jpg,0.389894,customer
f0001470_c00327.jpg,0.364807,customer
f0001470_c00328.jpg,0.561886,customer
f0001480_c00329.jpg,0.377769,customer
f0001490_c00330.jpg,0.358437,customer
f0001490_c00331.jpg,0.562279,customer
f0001500_c00332.jpg,0.376734,customer
f0001510_c00333.jpg,0.343157,customer
f0001520_c00334.jpg,0.358994,customer
f0001530_c00335.jpg,0.345570,customer
f0001540_c00336.jpg,0.456299,customer
f0001550_c00337.jpg,0.440478,customer
f0001560_c00338.jpg,0.354331,customer
f0001570_c00339.jpg,0.389124,customer
f0001580_c00340.jpg,0.395036,customer
f0001590_c00341.jpg,0.384955,customer
f0001600_c00342.jpg,0.373200,customer
f0001600_c00343.jpg,0.530497,customer
f0001610_c00344.jpg,0.371827,customer
f0001610_c00345.jpg,0.489287,customer
f0001620_c00346.jpg,0.335022,customer
f0001620_c00347.jpg,0.503450,customer
f0001630_c00348.jpg,0.297728,customer
f0001630_c00349.jpg,0.538884,customer
f0001640_c00350.jpg,0.283613,customer
f0001640_c00351.jpg,0.530727,customer
f0001650_c00352.jpg,0.345944,customer
f0001650_c00353.jpg,0.513620,customer
f0001660_c00354.jpg,0.371590,customer
f0001660_c00355.jpg,0.540168,customer
f0001670_c00356.jpg,0.377453,customer
f0001680_c00357.jpg,0.441678,customer
f0001690_c00358.jpg,0.349927,customer
f0001700_c00359.jpg,0.400542,customer
f0001700_c00360.jpg,0.502470,customer
f0001710_c00361.jpg,0.535305,customer
f0001710_c00362.jpg,0.322989,customer
f0001720_c00363.jpg,0.380298,customer
f0001730_c00364.jpg,0.403902,customer
f0001740_c00365.jpg,0.398454,customer
f0001750_c00366.jpg,0.377206,customer
f0001760_c00367.jpg,0.371336,customer
f0001770_c00368.jpg,0.364176,customer
f0001780_c00369.jpg,0.334719,customer
f0001790_c00370.jpg,0.397003,customer
f0001800_c00371.jpg,0.418780,customer
f0001810_c00372.jpg,0.414165,customer
f0001820_c00373.jpg,0.354329,customer
f0001830_c00374.jpg,0.358088,customer
f0001840_c00375.jpg,0.384803,customer
f0001850_c00376.jpg,0.445500,customer
f0001860_c00377.jpg,0.404105,customer
f0001870_c00378.jpg,0.411385,customer
f0001880_c00379.jpg,0.362504,customer
f0001890_c00380.jpg,0.338405,customer
f0001900_c00381.jpg,0.442114,customer
f0001910_c00382.jpg,0.402148,customer
f0001920_c00383.jpg,0.464632,customer
f0001930_c00384.jpg,0.651780,customer
f0001930_c00385.jpg,0.339367,customer
f0001940_c00386.jpg,0.645224,customer
f0001940_c00387.jpg,0.401977,customer
f0001950_c00388.jpg,0.660416,customer
f0001950_c00389.jpg,0.367088,customer
f0001960_c00390.jpg,0.629561,customer
f0001960_c00391.jpg,0.419435,customer
f0001970_c00392.jpg,0.539161,customer
f0001970_c00393.jpg,0.375525,customer
f0001980_c00394.jpg,0.485305,customer
f0001980_c00395.jpg,0.607633,customer
f0001990_c00396.jpg,0.422788,customer
f0001990_c00397.jpg,0.538776,customer
f0002000_c00398.jpg,0.460648,customer
f0002010_c00399.jpg,0.435589,customer
f0002010_c00400.jpg,0.496906,customer
f0002020_c00401.jpg,0.459781,customer
f0002030_c00402.jpg,0.438823,customer
f0002030_c00403.jpg,0.653744,customer
f0002040_c00404.jpg,0.461775,customer
f0002040_c00405.jpg,0.549557,customer
f0002050_c00406.jpg,0.432449,customer
f0002050_c00407.jpg,0.559220,customer
f0002060_c00408.jpg,0.425058,customer
f0002060_c00409.jpg,0.525690,customer
f0002070_c00410.jpg,0.409723,customer
f0002080_c00411.jpg,0.374041,customer
f0002090_c00412.jpg,0.309427,customer
f0002090_c00413.jpg,0.462011,customer
f0002100_c00414.jpg,0.368942,customer
f0002100_c00415.jpg,0.355568,customer
f0002110_c00416.jpg,0.347811,customer
f0002120_c00417.jpg,0.352640,customer
f0002130_c00418.jpg,0.346086,customer
f0002140_c00419.jpg,0.365534,customer
f0002150_c00420.jpg,0.368903,customer
f0002160_c00421.jpg,0.422061,customer
f0002170_c00422.jpg,0.426423,customer
f0002180_c00423.jpg,0.386991,customer
f0002190_c00424.jpg,0.401324,customer
f0002200_c00425.jpg,0.389773,customer
f0002210_c00426.jpg,0.377976,customer
f0002220_c00427.jpg,0.368320,customer
f0002230_c00428.jpg,0.388917,customer
f0002240_c00429.jpg,0.405946,customer
f0002250_c00430.jpg,0.384918,customer
f0002260_c00431.jpg,0.370112,customer
f0002270_c00432.jpg,0.358165,customer
f0002280_c00433.jpg,0.341458,customer
f0002290_c00434.jpg,0.374436,customer
f0002300_c00435.jpg,0.354357,customer
f0002310_c00436.jpg,0.334467,customer
f0002320_c00437.jpg,0.374793,customer
f0002330_c00438.jpg,0.355970,customer
f0002340_c00439.jpg,0.391327,customer
f0002350_c00440.jpg,0.351143,customer
f0002360_c00441.jpg,0.376102,customer
f0002370_c00442.jpg,0.369919,customer
f0002380_c00443.jpg,0.359119,customer
f0002390_c00444.jpg,0.363614,customer
f0002400_c00445.jpg,0.345878,customer
f0002410_c00446.jpg,0.369947,customer
f0002420_c00447.jpg,0.386264,customer
f0002430_c00448.jpg,0.384312,customer
f0002440_c00449.jpg,0.352673,customer
f0002450_c00450.jpg,0.329049,customer
f0002460_c00451.jpg,0.325742,customer
f0002470_c00452.jpg,0.302584,customer
f0002480_c00453.jpg,0.337509,customer
f0002490_c00454.jpg,0.366994,customer
f0002490_c00455.jpg,0.416783,customer
f0002500_c00456.jpg,0.340158,customer
f0002510_c00457.jpg,0.353936,customer
f0002520_c00458.jpg,0.381967,customer
f0002530_c00459.jpg,0.364249,customer
f0002540_c00460.jpg,0.342780,customer
f0002550_c00461.jpg,0.359749,customer
f0002560_c00462.jpg,0.351331,customer
f0002570_c00463.jpg,0.383277,customer
f0002580_c00464.jpg,0.394654,customer
f0002590_c00465.jpg,0.370560,customer
f0002600_c00466.jpg,0.366945,customer
f0002610_c00467.jpg,0.393802,customer
f0002620_c00468.jpg,0.391111,customer
f0002630_c00469.jpg,0.360470,customer
f0002640_c00470.jpg,0.428043,customer
f0002650_c00471.jpg,0.329005,customer
f0002660_c00472.jpg,0.371284,customer
f0002670_c00473.jpg,0.333113,customer
f0002670_c00474.jpg,0.594786,customer
f0002680_c00475.jpg,0.337766,customer
f0002680_c00476.jpg,0.581716,customer
f0002690_c00477.jpg,0.402342,customer
f0002700_c00478.jpg,0.386633,customer
f0002700_c00479.jpg,0.465911,customer
f0002710_c00480.jpg,0.439981,customer
f0002710_c00481.jpg,0.426377,customer
f0002710_c00482.jpg,0.672769,customer
f0002720_c00483.jpg,0.359135,customer
f0002720_c00484.jpg,0.686523,customer
f0002730_c00485.jpg,0.353898,customer
f0002730_c00486.jpg,0.678540,customer
f0002740_c00487.jpg,0.372982,customer
f0002740_c00488.jpg,0.598205,customer
f0002740_c00489.jpg,0.586900,customer
f0002750_c00490.jpg,0.362181,customer
f0002760_c00491.jpg,0.394669,customer
f0002770_c00492.jpg,0.349809,customer
f0002770_c00493.jpg,0.690306,customer
f0002780_c00494.jpg,0.353495,customer
f0002780_c00495.jpg,0.658856,customer
f0002790_c00496.jpg,0.386034,customer
f0002790_c00497.jpg,0.649541,customer
f0002800_c00498.jpg,0.392277,customer
f0002800_c00499.jpg,0.692459,customer
f0002810_c00500.jpg,0.415181,customer
f0002820_c00501.jpg,0.361313,customer
f0002820_c00502.jpg,0.661999,customer
f0002830_c00503.jpg,0.375357,customer
f0002830_c00504.jpg,0.589566,customer
f0002840_c00505.jpg,0.381391,customer
f0002840_c00506.jpg,0.591117,customer
f0002850_c00507.jpg,0.391279,customer
f0002860_c00508.jpg,0.369058,customer
f0002860_c00509.jpg,0.641726,customer
f0002870_c00510.jpg,0.394853,customer
f0002880_c00511.jpg,0.354858,customer
f0002890_c00512.jpg,0.368454,customer
f0002890_c00513.jpg,0.643534,customer
f0002900_c00514.jpg,0.295478,customer
f0002900_c00515.jpg,0.547540,customer
f0002900_c00516.jpg,0.503997,customer
f0002910_c00517.jpg,0.311552,customer
f0002920_c00518.jpg,0.324822,customer
f0002930_c00519.jpg,0.362431,customer
f0002940_c00520.jpg,0.371037,customer
f0002950_c00521.jpg,0.422644,customer
f0002960_c00522.jpg,0.407187,customer
f0002970_c00523.jpg,0.444615,customer
f0002980_c00524.jpg,0.426301,customer
f0002990_c00525.jpg,0.390268,customer
f0003000_c00526.jpg,0.384889,customer
f0003010_c00527.jpg,0.396306,customer
f0003010_c00528.jpg,0.480472,customer
f0003020_c00529.jpg,0.436009,customer
f0003030_c00530.jpg,0.408626,customer
f0003040_c00531.jpg,0.434360,customer
f0003050_c00532.jpg,0.376829,customer
f0003060_c00533.jpg,0.367928,customer
f0003070_c00534.jpg,0.403635,customer
f0003080_c00535.jpg,0.389982,customer
f0003090_c00536.jpg,0.321111,customer
f0003100_c00537.jpg,0.318217,customer
f0003110_c00538.jpg,0.368855,customer
f0003120_c00539.jpg,0.366893,customer
f0003130_c00540.jpg,0.349511,customer
f0003140_c00541.jpg,0.437283,customer
f0003150_c00542.jpg,0.376340,customer
f0003180_c00543.jpg,0.431474,customer
f0003190_c00544.jpg,0.331475,customer
f0003190_c00545.jpg,0.524996,customer
f0003200_c00546.jpg,0.384118,customer
f0003210_c00547.jpg,0.336225,customer
f0003240_c00548.jpg,0.407416,customer
f0003250_c00549.jpg,0.386035,customer
f0003260_c00550.jpg,0.330607,customer
f0003270_c00551.jpg,0.401793,customer
f0003270_c00552.jpg,0.431130,customer
f0003280_c00553.jpg,0.394101,customer
f0003280_c00554.jpg,0.408577,customer
f0003290_c00555.jpg,0.440197,customer
f0003290_c00556.jpg,0.426596,customer
f0003300_c00557.jpg,0.393689,customer
f0003310_c00558.jpg,0.450402,customer
f0003320_c00559.jpg,0.458274,customer
f0003330_c00560.jpg,0.389455,customer
f0003330_c00561.jpg,0.392134,customer
f0003350_c00562.jpg,0.375685,customer
f0003360_c00563.jpg,0.382844,customer
f0003370_c00564.jpg,0.362385,customer
f0003370_c00565.jpg,0.533174,customer
f0003380_c00566.jpg,0.362994,customer
f0003380_c00567.jpg,0.530074,customer
f0003390_c00568.jpg,0.341159,customer
f0003400_c00569.jpg,0.349962,customer
f0003410_c00570.jpg,0.335430,customer
f0003420_c00571.jpg,0.404551,customer
f0003430_c00572.jpg,0.359357,customer
f0003440_c00573.jpg,0.369036,customer
f0003440_c00574.jpg,0.584722,customer
f0003450_c00575.jpg,0.401527,customer
f0003450_c00576.jpg,0.595603,customer
f0003460_c00577.jpg,0.399135,customer
f0003460_c00578.jpg,0.604450,customer
f0003470_c00579.jpg,0.423270,customer
f0003470_c00580.jpg,0.594725,customer
f0003480_c00581.jpg,0.387918,customer
f0003490_c00582.jpg,0.425507,customer
f0003500_c00583.jpg,0.411092,customer
f0003500_c00584.jpg,0.564941,customer
f0003510_c00585.jpg,0.357495,customer
f0003520_c00586.jpg,0.403786,customer
f0003520_c00587.jpg,0.564766,customer
f0003530_c00588.jpg,0.402678,customer
f0003530_c00589.jpg,0.400166,customer
f0003540_c00590.jpg,0.399852,customer
f0003540_c00591.jpg,0.391990,customer
f0003550_c00592.jpg,0.405426,customer
f0003550_c00593.jpg,0.556499,customer
f0003550_c00594.jpg,0.363705,customer
f0003560_c00595.jpg,0.403829,customer
f0003570_c00596.jpg,0.395389,customer
f0003580_c00597.jpg,0.401838,customer
f0003590_c00598.jpg,0.413316,customer
f0003590_c00599.jpg,0.599455,customer
f0003600_c00600.jpg,0.494081,customer
f0003600_c00601.jpg,0.403954,customer
f0003610_c00602.jpg,0.380816,customer
f0003610_c00603.jpg,0.396004,customer
f0003620_c00604.jpg,0.430795,customer
f0003620_c00605.jpg,0.446017,customer
f0003630_c00606.jpg,0.368266,customer
f0003640_c00607.jpg,0.416823,customer
f0003650_c00608.jpg,0.343058,customer
f0003660_c00609.jpg,0.361381,customer
f0003670_c00610.jpg,0.335828,customer
f0003680_c00611.jpg,0.324761,customer
f0003690_c00612.jpg,0.343702,customer
f0003700_c00613.jpg,0.367085,customer
f0003710_c00614.jpg,0.319445,customer
f0003720_c00615.jpg,0.369284,customer
f0003730_c00616.jpg,0.373662,customer
f0003740_c00617.jpg,0.367182,customer
f0003750_c00618.jpg,0.532876,customer
f0003750_c00619.jpg,0.598649,customer
f0003750_c00620.jpg,0.476184,customer
f0003760_c00621.jpg,0.469130,customer
f0003760_c00622.jpg,0.542806,customer
f0003760_c00623.jpg,0.416709,customer
f0003770_c00624.jpg,0.556413,customer
f0003770_c00625.jpg,0.572248,customer
f0003770_c00626.jpg,0.451652,customer
f0003780_c00627.jpg,0.472648,customer
f0003780_c00628.jpg,0.614437,customer
f0003780_c00629.jpg,0.442130,customer
f0003790_c00630.jpg,0.676402,customer
f0003790_c00631.jpg,0.468755,customer
f0003800_c00632.jpg,0.621435,customer
f0003800_c00633.jpg,0.488203,customer
f0003800_c00634.jpg,0.484336,customer
f0003810_c00635.jpg,0.525848,customer
f0003810_c00636.jpg,0.479000,customer
f0003820_c00637.jpg,0.468390,customer
f0003820_c00638.jpg,0.558600,customer
f0003830_c00639.jpg,0.520736,customer
f0003830_c00640.jpg,0.507644,customer
f0003840_c00641.jpg,0.458908,customer
f0003840_c00642.jpg,0.503143,customer
f0003850_c00643.jpg,0.514322,customer
f0003860_c00644.jpg,0.502852,customer
f0003870_c00645.jpg,0.461444,customer
f0003880_c00646.jpg,0.489627,customer
f0003890_c00647.jpg,0.490726,customer
f0003890_c00648.jpg,0.511108,customer
f0003900_c00649.jpg,0.514666,customer
f0003910_c00650.jpg,0.539425,customer
f0003910_c00651.jpg,0.500756,customer
f0003920_c00652.jpg,0.526796,customer
f0003930_c00653.jpg,0.506125,customer
f0003940_c00654.jpg,0.516876,customer
f0003950_c00655.jpg,0.500923,customer
f0003950_c00656.jpg,0.624352,customer
f0003960_c00657.jpg,0.519226,customer
f0003960_c00658.jpg,0.610594,customer
f0003970_c00659.jpg,0.495187,customer
f0003980_c00660.jpg,0.528412,customer
f0003980_c00661.jpg,0.501354,customer
f0003980_c00662.jpg,0.549878,customer
f0003990_c00663.jpg,0.501883,customer
f0003990_c00664.jpg,0.619192,customer
